Time,Left,Right
2024/11/15 11:31:25,4095.0,1420.0
2024/11/15 11:31:26,4095.0,1808.0
2024/11/15 11:31:26,4095.0,2694.0
2024/11/15 11:31:27,4095.0,1920.0
2024/11/15 11:31:27,4095.0,2455.0
2024/11/15 11:31:28,4095.0,2204.0
2024/11/15 11:31:28,4095.0,1804.0
2024/11/15 11:31:29,4095.0,2558.0
2024/11/15 11:31:29,4095.0,1666.0
2024/11/15 11:31:30,4095.0,3070.0
2024/11/15 11:31:30,1.0,314.0
2024/11/15 11:31:31,1.0,573.0
2024/11/15 11:31:31,1.0,2457.0
2024/11/15 11:31:32,4095.0,1926.0
2024/11/15 11:31:32,4095.0,2692.0
2024/11/15 11:31:33,4095.0,1666.0
2024/11/15 11:31:33,4095.0,3065.0
2024/11/15 11:31:34,4095.0,1670.0
2024/11/15 11:31:34,4095.0,3455.0
2024/11/15 11:31:35,4095.0,1663.0
2024/11/15 11:31:35,4095.0,3818.0
2024/11/15 11:31:36,4095.0,1672.0
2024/11/15 11:31:36,4095.0,3812.0
2024/11/15 11:31:37,4095.0,1670.0
2024/11/15 11:31:37,1.0,2562.0
2024/11/15 11:31:38,1.0,314.0
2024/11/15 11:31:38,1.0,571.0
2024/11/15 11:31:39,4095.0,3715.0
2024/11/15 11:31:39,4095.0,1661.0
2024/11/15 11:31:40,4095.0,3811.0
2024/11/15 11:31:40,1.0,314.0
2024/11/15 11:31:41,1.0,1070.0
2024/11/15 11:31:41,4095.0,3569.0
2024/11/15 11:31:42,4095.0,1807.0
2024/11/15 11:31:42,4095.0,2943.0
2024/11/15 11:31:43,1.0,669.0
2024/11/15 11:31:43,1.0,2458.0
2024/11/15 11:31:44,4095.0,1666.0
2024/11/15 11:31:44,4095.0,2945.0
2024/11/15 11:31:45,4095.0,1668.0
2024/11/15 11:31:45,4095.0,3453.0
2024/11/15 11:31:46,4095.0,1668.0
2024/11/15 11:31:46,4095.0,3697.0
2024/11/15 11:31:47,4095.0,1662.0
2024/11/15 11:31:47,1.0,2460.0
2024/11/15 11:31:48,1.0,424.0
2024/11/15 11:31:48,1.0,424.0
2024/11/15 11:31:49,4095.0,3198.0
2024/11/15 11:31:50,4095.0,1662.0
2024/11/15 11:31:50,4095.0,3574.0
2024/11/15 11:31:51,4095.0,1671.0
2024/11/15 11:31:51,4095.0,3817.0
2024/11/15 11:31:52,4095.0,1666.0
2024/11/15 11:31:52,4095.0,3812.0
2024/11/15 11:31:53,4095.0,1663.0
2024/11/15 11:31:53,4095.0,3702.0
2024/11/15 11:31:54,4095.0,1802.0
2024/11/15 11:31:54,4095.0,3320.0
2024/11/15 11:31:55,4095.0,1804.0
2024/11/15 11:31:55,4095.0,2815.0
2024/11/15 11:31:56,4095.0,1925.0
2024/11/15 11:31:56,4095.0,2556.0
2024/11/15 11:31:57,4095.0,2056.0
2024/11/15 11:31:57,4095.0,1919.0
2024/11/15 11:31:58,4095.0,2563.0
2024/11/15 11:31:58,4095.0,1662.0
2024/11/15 11:31:59,4095.0,2949.0
2024/11/15 11:31:59,4095.0,1666.0
2024/11/15 11:32:00,4095.0,3452.0
2024/11/15 11:32:00,1.0,315.0
2024/11/15 11:32:01,1.0,668.0
2024/11/15 11:32:01,4095.0,3816.0
2024/11/15 11:32:02,4095.0,1668.0
2024/11/15 11:32:02,4095.0,3820.0
2024/11/15 11:32:03,1.0,425.0
2024/11/15 11:32:03,1.0,1313.0
2024/11/15 11:32:04,1.0,1667.0
2024/11/15 11:32:04,4095.0,1669.0
2024/11/15 11:32:05,1.0,2562.0
2024/11/15 11:32:05,1.0,424.0
2024/11/15 11:32:06,1.0,572.0
2024/11/15 11:32:06,4095.0,3709.0
2024/11/15 11:32:07,4095.0,1664.0
2024/11/15 11:32:07,4095.0,3813.0
2024/11/15 11:32:08,4095.0,1666.0
2024/11/15 11:32:08,4095.0,3816.0
2024/11/15 11:32:09,4095.0,1670.0
2024/11/15 11:32:09,4095.0,3712.0
2024/11/15 11:32:10,4095.0,1798.0
2024/11/15 11:32:10,4095.0,3453.0
2024/11/15 11:32:11,4095.0,1810.0
2024/11/15 11:32:11,4095.0,3061.0
2024/11/15 11:32:12,4095.0,1922.0
2024/11/15 11:32:12,4095.0,2561.0
2024/11/15 11:32:13,4095.0,2055.0
2024/11/15 11:32:13,4095.0,2048.0
2024/11/15 11:32:14,4095.0,2564.0
2024/11/15 11:32:14,4095.0,1669.0
2024/11/15 11:32:15,4095.0,3073.0
2024/11/15 11:32:15,4095.0,1664.0
2024/11/15 11:32:16,1.0,2310.0
2024/11/15 11:32:16,1.0,570.0
2024/11/15 11:32:17,1.0,424.0
2024/11/15 11:32:17,1.0,1808.0
2024/11/15 11:32:18,1.0,1169.0
2024/11/15 11:32:18,1.0,425.0
2024/11/15 11:32:19,1.0,1670.0
2024/11/15 11:32:19,1.0,1310.0
2024/11/15 11:32:20,1.0,424.0
2024/11/15 11:32:20,1.0,1671.0
2024/11/15 11:32:21,1.0,1311.0
2024/11/15 11:32:21,4095.0,1663.0
2024/11/15 11:32:22,4095.0,3713.0
2024/11/15 11:32:23,4095.0,1662.0
2024/11/15 11:32:23,4095.0,3322.0
2024/11/15 11:32:24,4095.0,1808.0
2024/11/15 11:32:24,4095.0,2818.0
2024/11/15 11:32:25,4095.0,1920.0
2024/11/15 11:32:25,4095.0,2557.0
2024/11/15 11:32:26,1.0,815.0
2024/11/15 11:32:26,1.0,2460.0
2024/11/15 11:32:27,1.0,423.0
2024/11/15 11:32:27,2.0,572.0
2024/11/15 11:32:28,1.0,2305.0
2024/11/15 11:32:28,1.0,667.0
2024/11/15 11:32:29,1.0,423.0
2024/11/15 11:32:29,1.0,1423.0
2024/11/15 11:32:30,4095.0,3067.0
2024/11/15 11:32:30,4095.0,1924.0
2024/11/15 11:32:31,4095.0,2557.0
2024/11/15 11:32:31,4095.0,1920.0
2024/11/15 11:32:32,4095.0,2309.0
2024/11/15 11:32:32,4095.0,2054.0
2024/11/15 11:32:33,4095.0,2306.0
2024/11/15 11:32:33,4095.0,2312.0
2024/11/15 11:32:34,4095.0,1805.0
2024/11/15 11:32:34,4095.0,2561.0
2024/11/15 11:32:35,4095.0,1675.0
2024/11/15 11:32:35,4095.0,2815.0
2024/11/15 11:32:36,4095.0,1666.0
2024/11/15 11:32:36,4095.0,3205.0
2024/11/15 11:32:37,4095.0,1662.0
2024/11/15 11:32:37,4095.0,3456.0
2024/11/15 11:32:38,4095.0,1667.0
2024/11/15 11:32:38,4095.0,3706.0
2024/11/15 11:32:39,4095.0,1660.0
2024/11/15 11:32:39,4095.0,3816.0
2024/11/15 11:32:40,4095.0,1667.0
2024/11/15 11:32:40,4095.0,3966.0
2024/11/15 11:32:41,4095.0,1666.0
2024/11/15 11:32:41,4095.0,3713.0
2024/11/15 11:32:42,4095.0,1809.0
2024/11/15 11:32:42,4095.0,3455.0
2024/11/15 11:32:43,4095.0,1804.0
2024/11/15 11:32:43,4095.0,3201.0
2024/11/15 11:32:44,4095.0,1807.0
2024/11/15 11:32:44,4095.0,2816.0
2024/11/15 11:32:45,4095.0,1920.0
2024/11/15 11:32:45,4095.0,2560.0
2024/11/15 11:32:46,4095.0,2055.0
2024/11/15 11:32:46,4095.0,2195.0
2024/11/15 11:32:47,4095.0,2450.0
2024/11/15 11:32:47,4095.0,1804.0
2024/11/15 11:32:48,4095.0,2811.0
2024/11/15 11:32:48,4095.0,1665.0
2024/11/15 11:32:49,4095.0,3314.0
2024/11/15 11:32:49,4095.0,1674.0
2024/11/15 11:32:50,4095.0,3566.0
2024/11/15 11:32:50,4095.0,1664.0
2024/11/15 11:32:51,4095.0,3814.0
2024/11/15 11:32:52,4095.0,1667.0
2024/11/15 11:32:52,4095.0,3969.0
2024/11/15 11:32:53,4095.0,1667.0
2024/11/15 11:32:53,4095.0,3959.0
2024/11/15 11:32:54,4095.0,1663.0
2024/11/15 11:32:54,4095.0,3967.0
2024/11/15 11:32:55,4095.0,1669.0
2024/11/15 11:32:55,4095.0,3965.0
2024/11/15 11:32:56,4095.0,1670.0
2024/11/15 11:32:56,4095.0,3711.0
2024/11/15 11:32:57,4095.0,1809.0
2024/11/15 11:32:57,4095.0,3312.0
2024/11/15 11:32:58,4095.0,1796.0
2024/11/15 11:32:58,4095.0,2564.0
2024/11/15 11:32:59,4095.0,1921.0
2024/11/15 11:32:59,4095.0,2305.0
2024/11/15 11:33:00,4095.0,2058.0
2024/11/15 11:33:00,4095.0,2052.0
2024/11/15 11:33:01,4095.0,2458.0
2024/11/15 11:33:01,4095.0,1665.0
2024/11/15 11:33:02,4095.0,2815.0
2024/11/15 11:33:02,314.0,421.0
2024/11/15 11:33:03,4095.0,2058.0
2024/11/15 11:33:03,4095.0,2052.0
2024/11/15 11:33:04,4095.0,2461.0
2024/11/15 11:33:04,4095.0,1803.0
2024/11/15 11:33:05,1.0,1425.0
2024/11/15 11:33:05,4095.0,2943.0
2024/11/15 11:33:06,4095.0,1806.0
2024/11/15 11:33:06,1.0,1311.0
2024/11/15 11:33:07,4095.0,1665.0
2024/11/15 11:33:07,1159.0,2945.0
